ID,Departamento,LOCALIDAD,TIPO,Latitude,Longitude,web,Pop 2008,01/09,02/09,03/09,04/09,05/09,06/09,07/09,08/09,09/09,10/09,11/09,12/09,01/10,02/10,03/10,04/10,05/10,06/10,07/10,08/10,09/10,10/10,11/10,12/10,01/11,02/11,03/11,04/11,05/11,06/11,07/11,08/11,09/11,10/11,11/11,12/11,01/12,02/12,03/12,04/12,05/12,06/12,07/12,08/12,09/12,10/12,11/12,12/12,01/13,02/13,03/13,04/13,05/13,06/13,07/13,08/13,09/13,10/13,11/13,12/13,01/14,02/14,03/14,04/14
445,UNION,ORDOÑEZ ,Municipio,-32.840198516846,-62.865100860596,http://municipalidadordonez.blogspot.com/,2650,134484,157802,142768,150673,162256,172145,165984,160769,161793,172025,165496,178317,176184,195551,185975,188603,226135,236705,222682,215461,226875,216667,230384,200549,259428,257099,258887,251269,309877,310974,297100,303125,308883,297642,331801,321175,360093,311295,306293,292665,382741,379561,353901,378476,367766,"397482,3","406657,8","396366,4",438392,472536,416608,435835,516739,525543,"511631,5","520684,1","504583,4","523322,96","544057,65","530284,79","624895,24","665059,66","559464,46",600894
446,JUAREZ CELMAN,PACHECO DE MELO ,Comuna,-33.759811401367,-63.488609313965,,72,11244,13194,11936,12597,13565,14393,13878,13442,13527,14383,13837,14909,14730,16350,15549,15769,18907,19790,18618,18014,18969,18115,19262,16767,21690,21495,22914,21419,26416,26509,"26309,31","26842,87","27352,73","25372,55","28284,37","27378,63",30696,26536,26110,24948,32627,32356,30168,32263,31350,"33883,4","34665,6","33788,2","37370,8","40281,4","35513,8",37153,44049,44800,"43614,08","44385,77","43013,26","44610,71","46378,24","45204,18","53269,25","56693,07","47691,6",51223
447,TERCERO ARRIBA,PAMPAYASTA NORTE ,Comuna,-32.240791320801,-63.641990661621,,95,11892,13955,12624,13324,14349,15223,14678,14217,14307,15212,14635,15768,15580,17292,16446,16678,19997,20932,19691,19053,20062,19160,20373,17735,22941,22735,22990,22251,27441,27538,"52875,27","53947,58","54972,28","26357,35","29382,18","28441,29",31888,27566,27123,25917,33893,33611,31339,33515,32567,"35198,5","36011,1","35100,6","38821,2","41844,8","36892,2",38595,45759,46539,"45306,89","46108,53","44682,75","46342,21","48178,34","46958,7","55336,81","58893,52","49542,67",53211
448,TERCERO ARRIBA,PAMPAYASTA SUD ,Municipio,-32.251930236816,-63.650829315186,,1219,100965,118472,107185,113120,121816,129240,124615,120699,121468,129150,124248,133873,132272,146812,139623,141596,169773,177709,167181,161760,170329,162666,172963,150564,194769,193020,186974,186249,229691,230504,220220,224686,228954,220622,245941,238066,266913,230742,227034,216933,283700,281343,262323,280539,272600,294627,"301428,1",293799,324950,350259,308804,323055,383024,389550,"379238,1","385948,2","374013,8","387904,17","403273,4","393064,5","463192,88","492964,06","414693,43",445402
449,SAN ALBERTO,PANAHOLMA ,Comuna,-31.634199142456,-65.055793762207,,617,22779,26730,24183,25522,27484,29160,28116,27232,27406,29139,28033,30205,29844,33124,31502,31947,38305,40095,37720,36496,38430,36701,39024,33970,43944,43549,50508,44719,55149,55344,"29838,87","30444,01","31022,27","52971,81","59050,98","57160,01",64086,55402,54511,52086,68117,67551,62984,67358,65452,"70740,5","72373,4","70541,7","78021,2","84097,8","74144,3",77566,91965,93532,"91055,73","92666,83","89801,37","93136,47","96826,65","94375,48","111213,42","118361,54","99568,62",106942
450,UNION,PASCANAS ,Municipio,-33.124679565430,-63.040058135986,,2799,139120,163242,147690,155868,167850,178080,171707,166311,167370,177955,171201,184464,182258,202292,192386,195105,233930,244865,230359,222888,234697,224137,238326,207463,268372,265962,261379,257846,317989,319114,304877,311060,316969,305434,340486,329583,369520,319444,314311,300327,392761,389496,363166,388384,377393,"407887,6","417303,3","406742,4",449868,484906,427514,447244,530267,539301,525025,"534314,5","517792,4","537022,46","558299,94","544166,54","641253,69","682469,53","574110,07",616624
451,GENERAL SAN MARTIN,PASCO ,Municipio,-32.746421813965,-63.342189788818,,1176,100469,117890,106658,112564,121218,128605,124003,120106,120871,128515,123637,133216,131623,146091,138937,140901,168939,176836,166360,160965,169493,161867,172114,149824,193812,192072,187514,185806,229146,229957,219697,224153,228411,220099,245358,237501,266279,230194,226495,216418,283027,280675,261700,279873,271953,"293927,5","300712,5","293101,5",324179,349428,308071,322288,382115,388625,"378337,8","385031,9","373125,9","386983,28","402316,02","392131,36","462093,25","491793,76","413708,95",444345
452,JUAREZ CELMAN,PASO DEL DURAZNO ,Comuna,-33.169490814209,-64.048400878906,,164,13275,15576,14092,14872,16016,16991,16384,15869,15970,16980,16336,17601,17391,19302,18357,18616,22321,23364,21980,21267,22394,21387,22741,19796,25607,25377,26893,25236,31122,31232,"82482,46","84155,2","85753,68","29893,35","33323,99","32256,87",36166,31265,30762,29393,38440,38121,35544,38012,36936,"39920,7","40842,2","39808,5","44029,4","47458,6","41841,5",43773,51898,52782,"51385,09","52294,28","50677,23","52559,31","54641,77","53258,51","62760,6","66794,46","56189,14",60350
453,CRUZ DEL EJE,PASO VIEJO ,Comuna,-30.767719268799,-65.190460205078,,1250,35948,42181,38162,40275,43372,46015,44368,42974,43248,45983,44238,47665,47095,52272,49712,50415,60447,63272,59524,57594,60645,57916,61583,53607,69346,68724,77204,69759,86030,86334,"38898,66","39687,52","40441,36","82633,05","92116,22","89166,42",99971,86423,85035,81251,106259,105376,98252,105075,102101,"110351,1","112898,5",110041,"121708,7","131187,9","115660,9",120999,143460,145904,"142041,84","144555,07","140085,11","145287,68","151044,15","147220,46","173486,71","184637,37","155321,47",166824
454,RIO SEGUNDO,PILAR ,Municipio,-31.678800582886,-63.881031036377,,13622,391270,459113,415372,438372,472072,500842,482918,467744,470722,500493,481496,518798,512594,568940,541078,548726,657921,688674,647875,626865,660075,630376,670283,583479,754785,748007,728062,722897,891513,894667,854752,872087,888652,856313,954586,924017,1035984,895592,881199,841994,1101141,1091991,1018169,1088871,1058056,"1143551,2",1169949,"1140339,7",1261247,1359479,1198576,1253891,1486652,1511981,"1471956,9",1498001,"1451679,6","1505592,97","1565246,37","1525622,05","1797815,02","1913367,5","1609571,56",1728765
455,GENERAL ROCA,PINCEN ,Comuna,-34.838111877441,-63.916908264160,,336,17235,20225,18298,19310,20795,22063,21273,20605,20736,22047,21210,22854,22580,25062,23835,24172,28982,30337,28540,27614,29077,27769,29527,25703,33249,32950,35324,32898,40572,40715,"26516,33","27054,08","27567,96","38969,68","43441,93","42050,81",47146,40757,40102,38318,50111,49695,46336,49553,48151,"52041,5","53242,8","51895,3","57397,7","61868,1","54545,6",57063,67656,68808,"66986,82","68172,05","66064,02","68517,55","71232,3","69429,05","81816,19","87074,83","73249,48",78674
456,RIO PRIMERO,PIQUILLIN ,Municipio,-31.300989151001,-63.758888244629,,1348,106818,125339,113398,119677,128877,136731,131838,127695,128508,136636,131450,141633,139939,155322,147716,149804,179614,188010,176871,171136,180202,172094,182989,159291,206058,204208,201966,198390,244665,245531,234577,239334,243880,235005,261975,253586,284314,245784,241835,231075,302195,299684,279425,298828,290371,"313834,3","321078,8","312952,3",346135,373093,328935,344116,407994,414946,"403961,3","411108,9","398396,5","413192,37","429563,55","418689,11","493389,29","525101,31","441728,07",474439
457,RIO PRIMERO,PLAZA DE MERCEDES ,Comuna,-30.978340148926,-63.260688781738,,89,11836,13888,12565,13261,14280,15151,14608,14149,14239,15140,14565,15694,15506,17211,16368,16599,19902,20832,19598,18963,19967,19069,20276,17650,22832,22627,23746,22426,27657,27755,"32751,68","33415,88","34050,6","26564,75","29613,38","28665,08",32139,27783,27337,26121,34160,33876,31586,33779,32823,"35475,5","36294,4","35375,8","39126,7","42174,1","37182,5",38899,46119,46905,"45663,39","46471,34","45034,35","46706,86","48557,44","47328,21","55772,24","59356,94","49932,51",53630
458,SAN JUSTO,PLAZA LUXARDO ,Comuna,-31.305240631104,-62.132488250732,,218,14568,17094,15466,16322,17576,18648,17980,17415,17526,18635,17927,19316,19085,21183,20146,20431,24496,25641,24122,23340,24576,23471,24957,21725,28103,27850,29527,27699,34160,34281,"69358,89","70765,48","72109,63","32811,48",36577,"35405,71",39696,34316,33765,32263,42193,41842,39013,41722,40542,"43817,6","44829,1","43694,5","48327,4","52091,4",45926,48046,56964,57935,"56401,19","57399,13","55624,23","57690,03","59975,78","58457,49","68887,15","73314,79","61674,2",66241
459,SAN JUSTO,PORTEÑA ,Municipio,-31.014240264893,-62.063480377197,,5519,206133,241875,218831,230948,248702,263859,254416,246422,247991,263675,253667,273319,270050,299735,285057,289086,346613,362815,341321,330252,347748,332102,353126,307396,397644,394073,383154,380711,469512,471174,450153,459282,468005,450974,502729,486631,545597,471660,464081,443433,579912,575093,536215,573450,557222,"602247,4","616149,7",600556,664232,715965,631226,660358,782940,796280,"775201,1","788917,2","764522,2","792915,46","824331,73","803463,71","946813,22","1007668,54","847675,44",910448
460,SANTA MARIA,POTRERO DE GARAY ,Comuna,-31.796470642090,-64.546730041504,,954,31463,36919,33402,35251,37962,40275,38834,37613,37853,40247,38719,41719,41220,45751,43510,44125,52906,55379,52098,50409,53080,50691,53900,46921,60696,60151,60177,58659,72342,72598,"55299,02","56420,48","57492,15","69485,52","77459,85","74979,38",84065,72673,71505,68324,89352,88610,82619,88356,85856,"92793,5","94935,5","92532,7","102343,9","110314,9","97258,4",101747,120634,122690,"119441,93","121555,29","117796,53","122171,33","127011,91","123796,59","145883,69","155260,19","130608,68",140281
461,RIO SEGUNDO,POZO DEL MOLLE ,Municipio,-32.018550872803,-62.919300079346,,5806,208207,244308,221032,233271,251204,266514,256976,248901,250486,266328,256219,276069,272767,302751,287925,291994,350100,366465,344754,333574,351246,335443,356679,310488,401644,398038,388906,385156,474994,476674,455408,464644,473469,456239,508599,492312,551967,477167,469499,448610,586683,581807,542475,580145,563727,"609278,6","623343,1","607568,4",671987,724324,638595,668067,792081,805576,"784251,5","798127,7","773447,8","802172,63","833955,67","812844,03","957867,12","1019432,92","857571,92",921077
462,SOBREMONTE,POZO NUEVO ,Comuna,-29.578830718994,-64.102127075195,,607,24425,28660,25929,27366,29469,31265,30146,29199,29385,31243,30057,32386,31998,35516,33777,34254,41070,42990,40443,39132,41205,39351,41842,36423,47117,46694,50516,46768,57677,57881,"28320,92","28895,27","29444,12","55399,98","61757,82","59780,17",67024,57941,57010,54474,71239,70647,65871,70446,68452,"73983,1",75691,"73775,2","81597,6","87952,8",77543,81122,96180,97819,"95229,64","96914,59","93917,78","97405,75","101265,09","98701,56",116311,123787,104132,111844
463,UNION,PUEBLO ITALIANO ,Municipio,-33.880100250244,-62.840591430664,,1639,111656,131016,118534,125097,134714,142924,137809,133479,134329,142825,137404,148048,146278,162357,154407,156589,187750,196526,184883,178887,188364,179889,191277,166506,215391,213457,208818,206632,254830,255731,244322,249277,254012,244768,272858,264121,296125,255995,251882,240675,314750,312134,291033,311242,302434,"326872,3","334417,8","325953,7",360514,388593,342600,358412,424944,432184,"420743,6","428188,1","414947,5","430358,13","447409,44","436083,24","513886,77","546916,25","460079,33",494149
464,RIO SECO,PUESTO DE CASTRO ,Comuna,-30.270029067993,-63.426731109619,,117,12532,14706,13305,14041,15121,16042,15468,14982,15078,16031,15423,16618,16419,18224,17331,17576,21074,22059,20752,20079,21143,20191,21470,18689,24176,23959,25780,23952,29539,29643,"29837,56","30442,67","31020,91","28372,63","31628,74","30615,91",34326,29674,29197,27898,36485,36181,33735,36078,35057,"37889,8","38764,5","37783,4","41789,5","45044,3",39713,41546,49258,50097,"48771,05","49633,98","48099,19","49885,53","51862,05","50549,16","59567,86","63396,51","53330,7",57280
465,TERCERO ARRIBA,PUNTA DEL AGUA ,Comuna,-33.574291229248,-64.103500366211,,168,13582,15937,14419,15216,16386,17385,16763,16236,16340,17373,16714,18009,17793,19749,18782,19047,22838,23905,22489,21760,22913,21882,23267,20254,26200,25965,25709,25235,31121,31231,"47935,31","48907,44","49836,41","29892,04","33322,52","32255,45",36164,31263,30761,29392,38438,38119,35542,38010,36934,"39918,9","40840,4","39806,7","44027,4","47456,5","41839,7",43771,51896,52780,"51382,83","52291,98","50674,99","52556,99","54639,37","53256,17","62757,83","66791,52","56186,66",60347
466,SAN JUSTO,QUEBRACHO HERRADO ,Municipio,-31.549200057983,-62.226039886475,http://www.quebrachoherrado.gov.ar/,350,81222,95305,86225,90999,97995,103967,100246,97096,97715,103894,99951,107694,106406,118103,112319,113907,136574,142958,134489,130127,137021,130856,139140,121121,156682,155275,150636,149901,184865,185519,177243,180837,184272,177566,197944,191605,214823,185711,182727,174597,228334,226436,211129,225790,219400,"237128,2","242602,1","236461,9",261534,281903,248538,260009,308274,313526,"305226,8","310627,4","301022,1","312201,67","324571,47","316354,92","372797,2","396758,31","333762,8",358479
467,ISCHILIN,QUILINO ,Municipio,-30.216199874878,-64.496437072754,http://www.quilino.gov.ar/,5528,200728,235532,213092,224892,242181,256940,247745,239960,241488,256761,247015,266152,262969,291875,277582,281505,337524,353301,332370,321592,338629,323393,343866,299334,387217,383740,381051,373302,460375,462004,441392,450344,458898,442198,492946,477160,534979,462481,455049,434804,568627,563901,525780,562290,546378,"590527,1","604158,8","588867,6",651305,702032,618942,647506,767704,780783,"760114,9","773564,1","749643,8","777484,55","808289,43","787827,53","928387,32","988058,33","831178,85",892730
468,SANTA MARIA,RAFAEL GARCIA ,Comuna,-31.646360397339,-64.260917663574,,525,21064,24717,22362,23601,25415,26964,25999,25182,25342,26945,25922,27930,27596,30630,29130,29541,35420,37076,34879,33748,35536,33937,36086,31412,40635,40270,44204,40541,49997,50174,"25348,2","25862,27","26353,5","48022,83","53534,05","51819,75",58099,50226,49418,47220,61753,61240,57100,61065,59337,"64131,4","65611,8","63951,2","70731,9","76240,9","67217,2",70319,83373,84793,"82548,7","84009,29","81411,54","84435,05","87780,47","85558,3","100823,13","107303,42","90266,26",96951
469,GENERAL ROCA,RANQUELES ,Comuna,-34.842189788818,-64.099472045898,,71,11335,13301,12034,12701,13677,14510,13991,13551,13637,14500,13950,15030,14850,16483,15676,15897,19061,19952,18770,18161,19123,18263,19419,16904,21867,21671,22620,21438,26438,26532,"60603,25","61832,28","63006,75","25394,49","28308,82","27402,3",30723,26559,26133,24970,32655,32384,30194,32291,31377,"33912,7","34695,5","33817,4","37403,1","40316,2","35544,5",37185,44088,44839,"43651,78","44424,13","43050,44","44649,27","46418,33","45243,25","53315,3","56742,08","47732,82",51268
470,RIO SECO,RAYO CORTADO ,Comuna,-30.072799682617,-63.822410583496,,689,26328,30893,27950,29497,31765,33701,32495,31474,31674,33677,32399,34909,34492,38283,36408,36923,44270,46340,43594,42181,44415,42417,45102,39261,50788,50332,57051,51254,63210,63433,"51203,85","52242,27","53234,58","60713,9","67681,57","65514,23",73453,63499,62478,59699,78073,77424,72190,77203,75018,"81079,5","82951,2","80851,7","89424,4","96389,1","84980,8",88903,105406,107202,"104363,97","106210,54","102926,28","106748,82","110978,34","108168,92","127467,81","135660,66","114121,06",122572
471,JUAREZ CELMAN,REDUCCION ,Municipio,-33.200908660889,-63.862579345703,http://www.reduccion.gov.ar/,1581,110518,129681,117326,123822,133341,141469,136405,132119,132960,141369,136003,146540,144787,160703,152833,154993,185836,194523,182999,177064,186445,178056,189328,164809,213196,211282,205609,204177,251801,252692,241418,246314,250993,241859,269615,260982,292606,252953,248888,237815,311009,308424,287574,307543,298840,"322987,3","330443,2","322079,7",356230,383975,338529,354152,419894,427048,415743,423099,"410015,8","425243,24","442091,88","430900,3","507779,12","540416,04","454611,2",488276
472,RIO SEGUNDO,RINCON ,Comuna,-31.596809387207,-63.616760253906,,602,22735,26677,24136,25472,27430,29102,28060,27178,27351,29081,27977,30145,29784,33058,31440,31884,38229,40016,37645,36424,38354,36628,38947,33903,43857,43463,46319,43305,53406,53595,"28425,41","29001,88","29552,76","51297,34","57184,35","55353,16",62060,53650,52788,50440,65964,65416,60993,65229,63383,"68504,3","70085,7","68311,8","75554,9","81439,5","71800,6",75114,89058,90575,"88177,41","89737,59","86962,7","90192,38","93765,91","91392,22","107697,91","114620,07","96421,21",103562
473,PTE.ROQUE SAENZ PEÑA,RIO BAMBA ,Comuna,-34.051368713379,-63.733829498291,,131,12687,14886,13468,14213,15306,16240,15658,15166,15263,16228,15612,16821,16620,18447,17544,17792,21332,22329,21007,20325,21402,20439,21733,18919,24473,24253,25462,24040,29648,29753,"39635,6","40439,41","41207,53","28477,31","31745,44","30728,87",34452,29784,29305,28001,36619,36315,33860,36211,35186,"38029,6","38907,5","37922,8","41943,7","45210,5","39859,5",41699,49440,50282,48951,"49817,11","48276,66","50069,59","52053,41","50735,67","59787,65","63630,43","53527,47",57491
474,COLON,RIO CEBALLOS ,Municipio,-31.170650482178,-64.316360473633,http://www.rioceballos.gov.ar/,19133,499741,586392,530524,559901,602944,639690,616797,597416,601220,639243,614980,662624,654699,726666,691081,700849,840315,879594,827484,800650,843067,805134,856105,745236,964032,955376,974200,937658,1156368,1160461,1108687,1131171,1152657,1110711,1238179,1198530,1343759,1161659,1142992,1092138,1428274,1416405,1320652,1412358,1372389,"1483283,4","1517523,5","1479117,1",1635945,1763360,1554655,1626404,1928315,1961169,"1909253,4",1943035,"1882952,1","1952882,33","2030257,88","1978863,75","2331919,22","2481800,63","2087751,42",2242356
