ID,Departamento,LOCALIDAD,TIPO,Latitude,Longitude,web,Pop 2008,01/09,02/09,03/09,04/09,05/09,06/09,07/09,08/09,09/09,10/09,11/09,12/09,01/10,02/10,03/10,04/10,05/10,06/10,07/10,08/10,09/10,10/10,11/10,12/10,01/11,02/11,03/11,04/11,05/11,06/11,07/11,08/11,09/11,10/11,11/11,12/11,01/12,02/12,03/12,04/12,05/12,06/12,07/12,08/12,09/12,10/12,11/12,12/12,01/13,02/13,03/13,04/13,05/13,06/13,07/13,08/13,09/13,10/13,11/13,12/13,01/14,02/14,03/14,04/14
397,SAN JAVIER,LOS HORNILLOS ,Comuna,-31.903499603271,-64.989448547363,,1156,32833,38525,34855,36785,39613,42028,40523,39250,39500,41998,40404,43534,43013,47741,45403,46045,55208,57789,54365,52602,55389,52897,56245,48962,63336,62767,73639,64726,79823,80105,"36560,8","37302,25","38010,78","76671,28","85470,26","82733,29",92758,80188,78900,75389,98592,97774,91163,97494,94735,"102389,6","104753,1","102102,9","112927,7",121723,"107316,3",112269,133110,135378,"131793,88","134125,78","129978,32","134805,54","140146,69","136598,87","160970,08","171316,24","144115,42",154788
398,RIO SECO,LOS HOYOS ,Comuna,-29.802219390869,-63.627998352051,,263,14945,17535,15865,16744,18031,19129,18445,17865,17979,19116,18391,19815,19578,21731,20666,20958,25129,26304,24745,23943,25211,24077,25601,22286,28829,28570,38023,30921,38133,38268,"30753,72","31377,4","31973,4","36627,55","40831,01","39523,5",44313,38308,37692,36015,47100,46708,43551,46575,45257,"48913,7","50042,9","48776,3",53948,"58149,8","51267,3",53633,63589,64673,"62960,82","64074,82","62093,48","64399,55","66951,14","65256,27","76898,93","81841,51","68847,08",73945
399,TOTORAL,LOS MISTOLES ,Comuna,-30.626680374146,-63.886009216309,,172,11200,13141,11889,12547,13512,14336,13822,13388,13473,14325,13782,14849,14672,16285,15487,15706,18832,19712,18544,17943,18893,18043,19185,16701,21604,21410,37251,26010,32076,32190,"40470,47","41291,21","42075,51","30809,87","34345,68","33245,85",37274,32223,31705,30295,39619,39289,36633,39177,38069,"41144,6","42094,4",41029,"45379,3","48913,6","43124,4",45115,53489,54401,"52960,53","53897,59","52230,96","54170,75","56317,06","54891,39","64684,8","68842,35","57911,87",62200
400,CALAMUCHITA,LOS MOLINOS ,Comuna,-31.854589462280,-64.378677368164,,383,17744,20821,18837,19881,21409,22713,21900,21212,21347,22697,21836,23527,23246,25801,24538,24885,29837,31231,29381,28428,29934,28588,30397,26462,34229,33922,37474,34227,42211,42360,"28726,57","29309,14","29865,85","40544,36","45197,32","43749,99",49051,42404,41723,39866,52136,51703,48208,51555,50096,"54144,4","55394,3","53992,2",59717,"64368,1","56749,7",59369,70389,71589,"69693,6","70926,73","68733,52","71286,19","74110,64","72234,52","85122,2","90593,33","76209,33",81853
401,ISCHILIN,LOS POZOS ,Comuna,-31.912530899048,-65.035110473633,,143,12839,15065,13629,14384,15489,16434,15845,15348,15445,16422,15799,17023,16819,18668,17754,18005,21588,22597,21258,20569,21658,20684,21993,19145,24766,24544,25665,24295,29962,30068,"84488,01","86201,42","87838,77","28779,02","32081,77","31054,43",34817,30099,29615,28298,37007,36700,34219,36595,35559,"38432,5","39319,7","38324,5","42388,1","45689,5","40281,8",42141,49963,50815,"49469,61","50344,9","48788,13","50600,05","52604,89","51273,19","60421,07","64304,56","54094,57",58100
402,CALAMUCHITA,LOS REARTES ,Comuna,-31.913549423218,-64.576950073242,,1282,38802,45529,41191,43472,46814,49667,47889,46385,46680,49632,47748,51448,50832,56420,53657,54415,65244,68293,64247,62164,65457,62512,66470,57862,74849,74177,71482,71455,88122,88434,"28826,03","29410,62","29969,26","84642,27","94356,01","91335,49",102402,88526,87104,83227,108843,107939,100641,107629,104584,"113034,3","115644,6","112718,7",124668,"134377,7","118473,2",123941,146948,149453,"145495,57","148069,91","143491,26","148820,33","154716,77","150801,11","177705,02","189126,8","159099,09",170880
403,MARCOS JUAREZ,LOS SURGENTES ,Municipio,-32.985118865967,-62.022800445557,http://www.lossurgentes.gov.ar/,2935,141647,166207,150372,158699,170899,181314,174825,169332,170410,181188,174310,187815,185568,205967,195880,198649,238179,249313,234543,226937,238959,228208,242655,211230,273246,270792,262477,261347,322307,323447,309017,315284,321272,309581,345109,334058,374537,323781,318578,304404,398093,394785,368096,393657,382517,"413425,5","422969,1","412263,8",455976,491490,433318,453317,537466,546623,"532153,3",541569,"524822,5","544313,69","565880,05","551554,76","649960,08","691735,51","581904,84",624996
404,POCHO,LOS TALARES ,Comuna,-31.406759262085,-65.047729492188,,114,14264,16737,15142,15980,17209,18258,17604,17051,17160,18245,17552,18912,18686,20740,19725,20003,23984,25105,23618,22852,24062,22980,24435,21270,27515,27268,20451,24379,30066,30172,"32440,6","33098,5","33727,18","28878,66","32192,84","31161,95",34938,30203,29718,28396,37135,36827,34337,36722,35682,"38565,6","39455,8","38457,2","42534,8","45847,6","40421,3",42287,50136,50991,"49640,89","50519,21","48957,05","50775,24","52787,02","51450,71","60630,26","64527,2","54281,86",58302
405,TERCERO ARRIBA,LOS ZORROS ,Municipio,-32.045619964600,-63.200740814209,,723,89500,105019,95013,100274,107983,114564,110464,106993,107674,114484,110139,118671,117252,130141,123768,125517,150495,157529,148197,143391,150987,144194,153322,133466,172652,171101,165744,165100,203609,204330,195214,199173,202956,195570,218014,211033,236604,204541,201254,192300,251486,249396,232536,248683,241646,"261171,4","267200,3","260437,5",288052,310486,273738,286372,339531,345316,"336174,7","342122,9","331543,7","343856,76","357480,77","348431,12","410596,26","436986,86","367604,04",394826
406,SANTA MARIA,LOZADA ,Municipio,-31.649719238281,-64.088310241699,,1119,99209,116411,105320,111152,119696,126991,122447,118599,119354,126903,122086,131544,129971,144258,137193,139133,166819,174617,164272,158945,167366,159835,169954,147944,191380,189661,185457,183571,226389,227190,217054,221456,225662,217450,242405,234643,263076,227425,223770,213814,279621,277298,258552,276506,268681,290391,"297094,4",289575,320279,345223,304364,318411,377517,383949,"373785,6","380399,2","368636,5","382327,1","397475,36","387413,25","456533,36","485876,51","408731,21",438999
407,GENERAL SAN MARTIN,LUCA ,Municipio,-32.541961669922,-63.477798461914,,546,85775,100648,91058,96101,103488,109796,105866,102540,103193,109719,105554,113732,112372,124724,118616,120293,144231,150972,142028,137422,144703,138192,146941,127911,165465,163979,158756,158199,195099,195789,187054,190848,194473,187396,208902,202212,226715,195992,192842,184262,240974,238972,222817,238289,231546,"250255,3","256032,2","249552,1",276012,297509,262297,274402,325340,330883,"322123,8","327823,3","317686,3","329484,7","342539,28","333867,87","393434,71","418722,27","352239,42",378323
408,TULUMBA,LUCIO V. MANSILLA ,Municipio,-29.807279586792,-64.703971862793,,860,95575,112147,101462,107081,115313,122340,117962,114255,114983,122255,117614,126726,125211,138974,132169,134037,160710,168222,158256,153124,161236,153981,163729,142526,184370,182715,185277,178990,220740,221521,211638,215930,220032,212024,236357,228788,256511,221750,218186,208479,272644,270378,252100,269606,261976,283145,"289681,2","282349,4",312287,336609,296769,310465,368097,374369,"364458,8","370907,3","359438,1","372787,12","387557,39","377746,35","445141,75","473752,72","398532,38",428045
409,RIO SEGUNDO,LUQUE ,Municipio,-31.648260116577,-63.345619201660,http://www.luque.gov.ar/,6037,211648,248346,224685,237127,255356,270919,261223,253015,254626,270729,260454,280632,277275,307754,292683,296820,355886,372522,350452,339088,357052,340987,362574,315620,408283,404617,406494,395138,487305,489029,467211,476686,485741,468064,521780,505072,566273,489534,481667,460237,601888,596886,556535,595181,578338,"625069,8","639498,9","623314,3",689403,743097,655146,685382,812610,826455,"804577,7","818813,5",793494,"822963,31","855570,1","833911,29","982693,08","1045854,54","879798,43",944950
410,CALAMUCHITA,LUTTI ,Comuna,-32.315570831299,-64.746459960938,,219,13282,15586,14100,14882,16026,17002,16394,15879,15980,16990,16345,17612,17401,19314,18368,18628,22335,23379,21994,21280,22408,21400,22754,19807,25623,25393,33652,27436,33836,33956,"96968,19","98934,7","100813,91","32499,83","36229,59","35069,43",39319,33991,33444,31956,41792,41445,38643,41326,40157,"43401,4","44403,3","43279,5","47868,4","51596,6","45489,8",47589,56423,57385,"55865,49","56853,95","55095,9","57142,09","59406,13","57902,26","68232,85","72618,44","61088,41",65612
411,SAN JAVIER,LUYABA ,Comuna,-32.149520874023,-65.058540344238,http://www.comunadeluyaba.gob.ar/,1587,42508,49879,45127,47626,51287,54413,52465,50817,51140,54375,52311,56364,55689,61811,58784,59615,71478,74819,70387,68104,71712,68486,72821,63391,82002,81265,89814,82010,101139,101496,"36770,73","37516,44","38229,05","97145,23","108293,85",104826,117528,101601,99968,95521,124920,123882,115507,123528,120032,"129731,2","132725,9","129366,7","143083,4","154227,4","135973,5",142249,168655,171528,"166987,51","169942,11","164687,13","170803,39","177570,82","173075,61","203954,79","217063,75","182599,34",196121
412,SANTA MARIA,MALAGUEÑO ,Municipio,-31.462490081787,-64.357727050781,http://www.malagueño.gov.ar/,12706,367616,431357,390260,411870,443533,470564,453723,439467,442264,470235,452386,487434,481605,534544,508367,515553,618144,647040,608706,588966,620169,592265,629760,548204,709152,702784,729908,694055,855943,858972,820649,837292,853195,822147,916499,887151,994649,859858,846041,808399,1057207,1048422,977545,1045426,1015841,"1097924,8","1123269,3","1094841,4",1210925,1305237,1150755,1203862,1427336,1451656,"1413227,4","1438232,4","1393759,1","1445521,42","1502794,72","1464752,36","1726084,13","1837026,18","1545351,38",1659789
413,RIO CUARTO,MALENA ,Comuna,-33.489009857178,-64.432060241699,,308,16389,19230,17398,18361,19773,20978,20227,19592,19717,20964,20168,21730,21470,23831,22664,22984,27558,28846,27137,26257,27648,26404,28075,24440,31615,31331,33024,31098,38352,38488,"29133,97","29724,81","30289,41","36837,87","41065,47","39750,45",44567,38528,37908,36222,47370,46976,43801,46842,45517,"49194,6","50330,2","49056,4","54257,8","58483,7","51561,7",53941,63955,65044,"63322,35","64442,75","62450,04","64769,35","67335,59","65630,98","77340,49","82311,46","69242,42",74370
414,COLON,MALVINAS ARGENTINAS ,Municipio,-31.381919860840,-64.055267333984,http://www.ciudadmalvinas.gov.ar/,12568,354210,415627,376029,396851,427359,453405,437178,423441,426137,453088,435890,469660,464043,515052,489830,496753,595605,623446,586510,567491,597555,570669,606797,528214,683294,677159,682464,661997,816408,819297,782744,798618,813788,784174,874167,846174,948708,820143,806963,771061,1008376,999996,932394,997140,968921,"1047213,6","1071387,4","1044270,7",1154995,1244951,1097603,1148258,1361410,1384605,"1347952,9",1371803,"1329383,8","1378755,33","1433383,27","1397097,07","1646359,34","1752177,17","1473974,32",1583126
415,RIO SEGUNDO,MANFREDI ,Municipio,-31.844310760498,-63.746959686279,,936,94638,111048,100468,106031,114182,121141,116806,113136,113856,121057,116462,125484,123984,137612,130873,132723,159135,166573,156705,151623,159656,152472,162125,141129,182564,180924,175690,174718,215471,216233,206586,210776,214779,206963,230715,223327,250388,216457,212978,203503,266136,263924,246083,263171,255723,"276386,3","282766,4","275609,7",304832,328574,289685,303055,359311,365433,"355759,1","362053,8","350858,3","363888,65","378306,36","368729,51","434516,17","462444,19","389019,37",417827
416,RIO PRIMERO,MAQUINISTA GALLINI ,Comuna,-30.908409118652,-63.531608581543,,140,13026,15285,13828,14594,15716,16674,16077,15572,15671,16662,16030,17272,17065,18941,18013,18268,21903,22927,21569,20869,21975,20986,22315,19425,25128,24902,26007,24640,30387,30494,"74482,36","75992,87","77436,31","29187,16","32536,75","31494,84",35311,30526,30035,28699,37532,37220,34704,37114,36064,"38977,6","39877,3","38868,1","42989,2","46337,4","40853,1",42738,50672,51535,"50171,19","51058,89","49480,04","51317,66","53350,93","52000,35","61277,96","65216,53","54861,74",58924
417,MARCOS JUAREZ,MARCOS JUAREZ ,Municipio,-32.694278717041,-62.104339599609,http://www.mmj.gov.ar/,26662,697063,817928,740002,780977,841015,892272,860338,833306,838610,891648,857804,924261,913206,1013589,963953,977578,1172112,1226901,1154215,1116786,1175950,1123040,1194137,1039492,1344680,1332605,1299467,1288646,1589224,1594848,1523694,1554594,1584123,1526476,1701658,1647167,1846759,1596494,1570839,1500952,1962910,1946598,1815002,1941036,1886106,"2038510,7","2085567,6","2032784,2",2248318,2423427,2136599,2235205,2650127,2695280,"2623931,2","2670357,9","2587784,6","2683891,36","2790230,37","2719596,49","3204810,54","3410796,02","2869246,07",3081723
418,SAN JUSTO,MARULL ,Municipio,-30.995040893555,-62.827629089355,,1773,115648,135701,122772,129570,139531,148035,142737,138252,139132,147931,142317,153342,151508,168163,159927,162188,194463,203553,191493,185284,195100,186321,198117,172460,223093,221090,214493,213440,263226,264157,252372,257490,262381,252833,281848,272823,305882,264430,260180,248605,325120,322418,300622,321497,312399,"337641,6","345435,8","336692,8",372392,401396,353888,370220,438945,446423,"434605,7","442295,5","428618,7","444537,04","462150,14","450450,77","530817,69","564935,38","475237,46",510430
419,RIO SEGUNDO,MATORRALES ,Municipio,-31.714799880981,-63.511959075928,,1024,96722,113493,102680,108365,116696,123808,119377,115626,116362,123722,119026,128247,126713,140642,133755,135645,162638,170240,160155,154961,163170,155829,165694,144236,186583,184907,179421,178520,220160,220939,211082,215363,219453,211467,235736,228187,255837,221167,217613,207931,271928,269668,251438,268898,261288,"282401,1",288920,"281607,5",311466,335725,295989,309650,367130,373385,"363501,1","369932,8","358493,6","371807,6","386539,06","376753,8","443972,11","472507,9","397485,21",426920
420,GENERAL ROCA,MATTALDI ,Municipio,-34.482288360596,-64.172943115234,,1883,119261,139940,126608,133618,143890,152660,147196,142571,143479,152553,146763,158133,156242,173416,164924,167255,200538,209912,197476,191072,201195,192142,204306,177848,230063,227997,218436,219215,270347,271304,259200,264456,269479,259673,289473,280204,314157,271584,267219,255331,333916,331141,308755,330195,320850,"346776,4","354781,4","345801,9",382467,412255,363462,380236,450820,458501,"446363,8","454261,6","440214,8","456563,77","474653,38","462637,49","545178,69","580219,42","488094,77",524239
421,PUNILLA,MAYU SUMAJ ,Comuna,-31.472740173340,-64.542442321777,http://www.mayusumaj.gov.ar,1115,33363,39149,35419,37380,40253,42707,41179,39885,40139,42677,41057,44239,43709,48514,46138,46790,56101,58724,55245,53453,56285,53752,57155,49755,64361,63783,66251,62993,77686,77961,"75385,1","76913,9","78374,84","74618,36","83181,74","80518,04",90275,78041,76787,73371,95952,95155,88722,94883,92198,99648,"101948,3",99368,109904,"118463,8","104442,8",109263,129546,131753,128265,"130534,47","126498,06","131196,02","136394,17","132941,34","156659,99","166729,13","140256,62",150643
422,CRUZ DEL EJE,MEDIA NARANJA ,Comuna,-30.643890380859,-64.928253173828,,1104,32912,38619,34939,36874,39708,42128,40621,39344,39595,42099,40501,43639,43117,47857,45513,46156,55341,57928,54496,52729,55522,53024,56381,49079,63489,62919,70343,63756,78627,78905,"79403,42","81013,72","82552,53","75522,74","84189,9","81493,93",91369,78987,77718,74260,97115,96308,89798,96033,93316,"100855,8","103183,9","100572,4",111236,"119899,6","105708,7",110587,131116,133350,"129819,58","132116,55","128031,22","132786,13","138047,27","134552,59","158558,72","168749,9","141956,54",152469
423,PTE.ROQUE SAENZ PEÑA,MELO ,Municipio,-34.348178863525,-63.446559906006,,1244,103168,121057,109523,115588,124474,132060,127333,123333,124118,131967,126958,136794,135158,150015,142669,144685,173477,181586,170828,165289,174045,166214,176737,153849,199018,197231,191530,190466,234893,235724,225207,229775,234139,225619,251511,243457,272958,235967,232176,221846,290125,287714,268264,286892,278773,"301299,2","308254,4","300452,5",332309,358191,315797,330371,391698,398372,"387826,5","394688,5","382483,9","396688,81","412406,1","401966,01","473682,55","504127,94","424084,76",455489
424,COLON,MENDIOLAZA ,Municipio,-31.264169692993,-64.309150695801,http://www.mendiolaza.gov.ar,8161,255958,300339,271725,286771,308816,327637,315912,305985,307933,327408,314981,339383,335325,372185,353958,358961,430393,450511,423822,410078,431803,412374,438481,381695,493759,489325,488776,476949,588197,590279,563944,575381,586310,564973,629811,609643,683516,590888,581393,555526,726505,720467,671762,718409,698079,"754485,8","771902,4","752366,6",832139,896950,790790,827285,980855,997567,"971159,5","988342,7",957781,"993351,7","1032709,49","1006566,38","1186152,33","1262390,9","1061954,11",1140595
425,COLON,MI GRANJA ,Comuna,-31.346160888672,-64.000511169434,,1212,36235,42519,38468,40598,43719,46384,44723,43318,43594,46351,44592,48046,47472,52690,50110,50818,60931,63779,60000,58054,61130,58380,62075,54036,69901,69274,68064,67154,82818,83111,"33938,71","34626,98","35284,7","79548,4","88677,56","85837,88",96239,83197,81860,78218,102292,101442,94584,101152,98290,"106231,8",108684,"105933,3","117165,3","126290,7","111343,4",116482,138105,140458,"136739,48","139158,89","134855,79","139864,15","145405,74","141724,78","167010,53","177744,94","149523,39",160596
426,SAN ALBERTO,MINA CLAVERO ,Municipio,-31.724069595337,-65.003700256348,http://www.minaclavero.gov.ar/,9328,283558,332725,301025,317694,342116,362967,349977,338980,341138,362713,348946,375980,371483,412318,392126,397669,476803,499091,469523,454297,478365,456841,485763,422855,547002,542090,607709,549840,678090,680490,650130,663315,675914,651317,726064,702814,787976,681192,670246,640426,837535,830575,774426,828202,804765,"869792,4","889870,7","867349,2",959313,1034029,911644,953718,1130757,1150023,"1119579,8","1139389,2","1104156,8","1145163,68","1190536,44","1160397,93","1367429,65","1455319,61","1224250,46",1314910
427,SAN JUSTO,MIRAMAR ,Municipio,-30.916650772095,-62.674591064453,http://www.miramar.gov.ar/,2190,125617,147398,133355,140739,151558,160795,155040,150169,151125,160683,154584,166560,164568,182658,173713,176168,211225,221098,208000,201254,211916,202382,215194,187325,242323,240147,233667,232061,286189,287202,274388,279953,285270,274889,306436,296623,332566,287498,282878,270293,353483,350545,326847,349544,339652,367097,"375571,1","366065,4",404879,436413,384761,402518,477238,485369,"472520,1","480880,7","466010,8","483317,8","502467,44","489747,44","577125,44","614219,51","516696,48",554959
428,MARCOS JUAREZ,MONTE BUEY ,Municipio,-32.915470123291,-62.454868316650,http://www.montebuey.gov.ar/,6428,224559,263496,238392,251592,270933,287446,277158,268450,270159,287245,276342,297751,294190,326528,310538,314927,377597,395247,371831,359773,378833,361788,384692,334872,433189,429299,410739,412583,508818,510618,487838,497731,507185,488728,544816,527369,591273,511146,502932,480556,628460,623237,581105,621457,603870,"652665,2","667731,3","650831,1",719839,775903,684070,715640,848485,862941,"840097,9","854962,3",828525,"859295,26","893341,58","870726,57","1026076,75","1092026,64","918639,53",986667
429,RIO PRIMERO,MONTE CRISTO ,Municipio,-31.342779159546,-63.945400238037,http://www.montecristo.gov.ar/,10014,329040,386093,349308,368650,396990,421185,406112,393351,395855,420891,404916,436285,431067,478452,455022,461453,553281,579143,544832,527164,555092,530117,563677,490679,634739,629039,614792,608741,750730,753387,719775,734372,748321,721089,803843,778102,872387,754164,742045,709031,927255,919549,857385,916923,890974,"962968,2","985197,3","960262,1",1062078,1144798,1009304,1055884,1251889,1273218,"1239513,9","1261445,3","1222438,7","1267838,35","1318071,64","1284704,56","1513914,38","1611219,47","1355397,24",1455768
430,RIO CUARTO,MONTE DE LOS GAUCHOS ,Municipio,-33.636699676514,-63.890468597412,,742,90246,105894,95805,101110,108883,115519,111385,107885,108572,115438,111057,119661,118230,131226,124800,126564,151749,158842,149432,144586,152246,145396,154601,134579,174091,172528,166471,166264,205045,205771,196590,200577,204387,196949,219552,212521,238273,205983,202673,193656,253259,251154,234175,250437,243350,263013,"269084,4","262273,9",290083,312676,275668,288391,341925,347751,"338545,2","344535,3","333881,5","346281,42","360001,5","350888,04","413491,52","440068,21","370196,15",397610
431,UNION,MONTE LEÑA ,Municipio,-32.610088348389,-62.589710235596,,491,84167,98761,89351,94299,101548,107737,103882,100617,101258,107662,103576,111600,110265,122386,116392,118038,141527,148142,139366,134846,141990,135601,144186,125513,162363,160905,157987,155949,192324,193004,184393,188133,191706,184730,205930,199336,223490,193203,190099,181641,237546,235572,219647,234899,228252,"246695,2","252389,9",246002,272085,293277,258566,270499,320711,326176,"317541,3","323159,7","313166,9","324797,48","337666,35","329118,3","387837,75","412765,57","347228,5",372941
432,UNION,MONTE MAIZ ,Municipio,-33.204360961914,-62.599918365479,,7476,244699,287128,259772,274157,295233,313226,302016,292526,294388,313007,301126,324455,320575,355814,338389,343172,411462,430695,405179,392040,412809,394236,419194,364907,472041,467802,493097,464336,572643,574670,549031,560165,570806,550034,613157,593522,665441,575263,566019,540836,707293,701415,653998,699412,679619,"734534,6","751490,6","732471,4",810134,873231,769878,805409,954918,971187,"945478,6","962207,5","932453,9","967083,98","1005401,01","979950,22","1154786,28","1229008,83","1033872,3",1110433
433,SANTA MARIA,MONTE RALO ,Municipio,-31.910270690918,-64.239028930664,,546,86241,101195,91554,96623,104051,110393,106442,103097,103754,110316,106128,114350,112983,125402,119261,120947,145015,151794,142801,138170,145490,138944,147740,128607,166365,164871,157297,158307,195232,195923,187182,190978,194605,187523,209044,202350,226869,196125,192973,184388,241138,239134,222968,238451,231703,"250425,6","256206,4","249721,9",276200,297712,262475,274589,325561,331108,"322342,9","328046,3","317902,4","329708,88","342772,35","334095,04","393702,41","419007,18","352479,09",378581
434,UNION,MORRISON ,Municipio,-32.592960357666,-62.833381652832,http://www.morrisonmunicipio.com.ar/,3290,151081,177277,160388,169269,182281,193390,186469,180610,181760,193255,185920,200324,197928,219685,208927,211880,254043,265918,250164,242052,254875,243407,258817,225300,291445,288828,282339,279525,344725,345945,330511,337213,343618,331114,369113,357293,400588,346302,340737,325577,425783,422244,393699,421038,409123,"442181,5","452388,8","440938,9",487692,525675,463458,484847,574850,584644,"569167,4",579238,"561326,7","582173,56","605239,98","589918,28","695168,21","739849,34","622379,37",668468
435,SAN JUSTO,MORTEROS ,Municipio,-30.711729049683,-62.005290985107,http://www.morteros.gob.ar/,16724,477345,560111,506749,534808,575922,611022,589154,570643,574275,610594,587418,632928,625357,694099,660108,669438,802654,840174,790398,764767,805282,769050,817737,711837,920827,912558,885516,881047,1086551,1090396,1041748,1062875,1083064,1043650,1163422,1126167,1262628,1091522,1073981,1026199,1342040,1330888,1240915,1327085,1289529,1393728,"1425900,8","1389813,4",1537173,1656895,1460791,1528207,1811890,1842761,"1793979,5","1825722,4","1769266,1","1834974,19","1907679,08","1859386,07","2191126,18","2331958,28","1961700,37",2106970
436,GENERAL ROCA,NICOLAS BRUZZONE ,Comuna,-34.440040588379,-64.340911865234,,239,15119,17741,16050,16939,18242,19353,18660,18074,18189,19339,18605,20047,19807,21984,20908,21203,25422,26611,25034,24222,25506,24358,25900,22547,29165,28903,30509,28703,35398,35524,"60437,89","61663,57","62834,84","34000,67","37902,67","36688,93",41135,35560,34989,33432,43722,43359,40427,43235,42011,"45405,7","46453,9","45279,1",50079,"53979,3","47590,5",49787,59029,60035,"58445,36","59479,47","57640,23","59780,91","62149,5","60577,18","71383,85","75971,96","63909,47",68642
437,UNION,NOETINGER ,Municipio,-32.364368438721,-62.311191558838,http://www.noetinger.gob.ar/,4963,188462,221140,200071,211150,227382,241240,232606,225298,226732,241071,231921,249889,246900,274040,260620,264304,316899,331712,312060,301941,317937,303632,322854,281044,363556,360291,364863,352791,435079,436619,417139,425599,433683,417901,465860,450942,505585,437070,430046,410913,537383,532918,496891,531395,516357,"558080,1","570962,8","556512,8",615519,663458,584933,611929,725521,737883,"718349,8",731060,708454,"734765,02","763877,29","744539,68","877376,3","933768,64","785509,03",843679
438,SAN ALBERTO,NONO ,Municipio,-31.797929763794,-65.003776550293,http://www.nono.gov.ar,2150,121773,142888,129274,136432,146921,155875,150296,145574,146501,155766,149854,161463,159532,177068,168397,170778,204762,214333,201635,195096,205432,196189,208609,181593,234908,232799,242185,230037,283693,284697,271996,277512,282783,272492,303764,294037,329666,284991,280411,267936,350400,347488,323997,346496,336690,"363895,8",372296,"362873,2",401349,432607,381405,399008,473076,481136,"468399,6","476687,2",461947,"479103,1","498085,74","485476,67","572092,71","608863,3","512190,71",550120
439,RIO PRIMERO,OBISPO TREJO ,Municipio,-30.781160354614,-63.410140991211,http://www.obispotrejo.gov.ar/,2529,137606,161465,146082,154171,166023,176141,169837,164501,165548,176018,169337,182456,180274,200090,190292,192981,231384,242200,227851,220462,232142,221697,235732,205203,265450,263066,257077,254567,313946,315056,301000,307105,312938,301550,336157,325392,364821,315382,310314,296508,387766,384543,358547,383445,372594,"402700,7","411996,6",401569,444147,478740,422078,441557,523523,532443,"518348,5","527519,9","511207,9","530193,41","551200,31","537246,63","633099,18","673790,9","566809,39",608783
440,JUAREZ CELMAN,OLAETA ,Municipio,-33.045650482178,-63.907718658447,http://www.olaeta.gov.ar/,608,87313,102453,92692,97824,105345,111765,107765,104379,105043,111687,107448,115772,114387,126961,120744,122450,146818,153680,144576,139887,147298,140671,149576,130206,168433,166921,161969,161155,198745,199448,190550,194414,198107,190898,212805,205991,230951,199654,196445,187705,245477,243437,226980,242741,235872,"254931,4","260816,2",254215,281169,303068,267198,279529,331419,337065,"328142,7","333948,7","323622,3","335641,19","348939,7","340106,27","400786,13","426546,2","358821,1",385392
441,TERCERO ARRIBA,OLIVA ,Municipio,-32.037620544434,-63.570320129395,http://www.ciudaddeoliva.gov.ar/,12647,363703,426765,386106,407486,438811,465556,448894,434789,437557,465230,447571,482247,476478,528854,502956,510065,611566,640153,602228,582699,613569,585962,623058,542370,701605,695305,681611,673534,830637,833576,796386,812537,827971,797840,889402,860922,965242,834437,821027,784499,1025951,1017425,948644,1014518,985808,"1065464,7","1090059,9","1062472,6",1175124,1266648,1116732,1168270,1385137,1408737,"1371445,3","1395711,1","1352552,7","1402784,63","1458364,65","1421447,05","1675052,52","1782714,58","1499663,13",1610718
442,ISCHILIN,OLIVARES DE SAN NICOLAS ,Comuna,-30.601350784302,-64.854347229004,,790,26792,31437,28442,30017,32324,34294,33067,32028,32232,34270,32969,35524,35099,38957,37049,37573,45050,47155,44362,42923,45197,43164,45896,39952,51682,51218,54839,51115,63037,63260,"26575,44","27114,39","27629,41","60548,24","67496,9","65335,48",73252,63326,62308,59536,77860,77213,71993,76992,74813,"80858,3","82724,8","80631,1","89180,4","96126,1",84749,88660,105118,106909,"104079,22","105920,75","102645,45","106457,56","110675,54","107873,78","127120,02","135290,51","113809,69",122238
443,GENERAL ROCA,ONAGOITY ,Comuna,-34.772850036621,-63.672031402588,,95,11966,14041,12703,13407,14438,15317,14769,14305,14396,15306,14726,15866,15677,17400,16548,16782,20121,21062,19814,19171,20187,19279,20499,17844,23083,22876,23401,22476,27718,27816,"25326,31","25839,93","26330,74","26623,96","29679,39","28728,98",32210,27845,27398,26179,34236,33951,31656,33855,32896,"35554,6","36375,3","35455,7","39213,9","42268,1","37265,4",38985,46222,47010,"45765,18","46574,93","45134,73","46810,97","48665,68","47433,71","55896,56","59489,25","50043,81",53750
444,RIO SEGUNDO,ONCATIVO ,Municipio,-31.913839340210,-63.681560516357,http://www.oncativo.gov.ar/,12659,368964,432939,391691,413380,445159,472289,455387,441078,443886,471959,454046,489222,483371,536505,510232,517443,620413,649413,610939,591128,622444,594438,632071,550215,711755,705363,685321,681284,840194,843167,805550,821887,837498,807021,899637,870828,976349,844038,830475,793526,1037756,1029132,959560,1026192,997151,"1077724,6","1102602,8","1074697,1",1188646,1281223,1129582,1181713,1401076,1424947,"1387226,1","1411771,1","1368116,1","1418926,04","1475145,6","1437802,18","1694326,83","1803227,72","1516919,28",1629252
